ds,Room Type,OccupancyRate,Price,Bookings,Season,ExternalFactor,Academic Event
3/1/2021,Suite,0.68,168,8,Spring,0,0
3/2/2021,Single,0.85,92.5,0,Spring,0,0
3/2/2021,Shared,0.61,48.3,3,Spring,0,0
3/2/2021,Suite,0.59,159,8,Spring,0,0
3/3/2021,Single,0.72,86,0,Spring,1,0
3/3/2021,Shared,0.66,49.8,7,Spring,0,0
3/3/2021,Suite,0.86,186,3,Spring,0,0
3/4/2021,Single,0.51,75.5,1,Spring,0,0
3/4/2021,Shared,0.85,55.5,2,Spring,1,0
3/4/2021,Suite,0.68,168,1,Spring,0,0
3/5/2021,Single,0.9,95,7,Spring,1,0
3/5/2021,Shared,0.61,48.3,3,Spring,0,0
3/5/2021,Suite,0.37,137,1,Spring,0,0
3/6/2021,Single,0.81,90.5,9,Spring,1,0
3/6/2021,Shared,0.75,52.5,0,Spring,0,0
3/6/2021,Suite,0.95,195,9,Spring,0,0
3/7/2021,Single,0.68,84,10,Spring,0,0
3/7/2021,Shared,0.73,51.9,6,Spring,1,0
3/7/2021,Suite,0.83,183,8,Spring,0,0
3/8/2021,Single,0.39,69.5,2,Spring,0,0
3/8/2021,Shared,0.67,50.1,7,Spring,0,0
3/8/2021,Suite,0.51,151,5,Spring,0,0
3/9/2021,Single,0.48,74,9,Spring,0,0
3/9/2021,Shared,0.73,51.9,0,Spring,0,0
3/9/2021,Suite,1.15,215,8,Spring,1,0
3/10/2021,Single,0.69,84.5,0,Spring,0,0
3/10/2021,Shared,0.62,48.6,10,Spring,0,0
3/10/2021,Suite,0.25,125,3,Spring,0,0
3/11/2021,Single,0.93,96.5,7,Spring,0,0
3/11/2021,Shared,0.36,40.8,1,Spring,0,0
3/11/2021,Suite,0.83,183,2,Spring,1,0
3/12/2021,Single,0.67,83.5,8,Spring,0,0
3/12/2021,Shared,0.51,45.3,2,Spring,0,0
3/12/2021,Suite,0.35,135,4,Spring,0,0
3/13/2021,Single,0.46,73,4,Spring,0,0
3/13/2021,Shared,0.3,39,6,Spring,0,0
3/13/2021,Suite,1.13,213,9,Spring,1,0
3/14/2021,Single,0.47,73.5,4,Spring,0,0
3/14/2021,Shared,1.14,64.2,3,Spring,1,0
3/14/2021,Suite,0.94,194,0,Spring,0,0
3/15/2021,Single,0.26,63,1,Spring,0,0
3/15/2021,Shared,0.78,53.4,9,Spring,0,0
3/15/2021,Suite,0.9,190,7,Spring,0,0
3/16/2021,Single,1.16,108,0,Spring,1,0
3/16/2021,Shared,1.07,62.1,10,Spring,1,0
3/16/2021,Suite,0.3,130,9,Spring,0,0
3/17/2021,Single,0.26,63,10,Spring,0,0
3/17/2021,Shared,0.27,38.1,0,Spring,0,0
3/17/2021,Suite,0.83,183,7,Spring,0,0
3/18/2021,Single,1.06,103,7,Spring,1,0
3/18/2021,Shared,0.5,45,7,Spring,0,0
3/18/2021,Suite,0.66,166,10,Spring,0,0
3/19/2021,Single,0.89,94.5,10,Spring,0,0
3/19/2021,Shared,0.5,45,10,Spring,0,0
3/19/2021,Suite,0.31,131,9,Spring,0,0
3/20/2021,Single,1.18,109,4,Spring,1,0
3/20/2021,Shared,0.67,50.1,2,Spring,0,0
3/20/2021,Suite,0.27,127,6,Spring,0,0
3/21/2021,Single,0.52,76,4,Spring,0,0
3/21/2021,Shared,0.95,58.5,9,Spring,0,0
3/21/2021,Suite,0.93,193,7,Spring,0,0
3/22/2021,Single,0.74,87,3,Spring,1,0
3/22/2021,Shared,0.95,58.5,5,Spring,1,0
3/22/2021,Suite,0.39,139,3,Spring,0,0
3/23/2021,Single,0.26,63,9,Spring,0,0
3/23/2021,Shared,0.54,46.2,0,Spring,0,0
3/23/2021,Suite,1.07,207,5,Spring,1,0
3/24/2021,Single,0.92,96,2,Spring,1,0
3/24/2021,Shared,0.58,47.4,2,Spring,0,0
3/24/2021,Suite,0.84,184,6,Spring,1,0
3/25/2021,Single,0.68,84,4,Spring,0,0
3/25/2021,Shared,0.86,55.8,1,Spring,0,0
3/25/2021,Suite,0.78,178,9,Spring,0,0
3/26/2021,Single,0.3,65,9,Spring,0,0
3/26/2021,Shared,0.28,38.4,1,Spring,0,0
3/26/2021,Suite,0.74,174,3,Spring,0,0
3/27/2021,Single,0.7,85,8,Spring,0,0
3/27/2021,Shared,0.61,48.3,8,Spring,0,0
3/27/2021,Suite,0.54,154,4,Spring,0,0
3/28/2021,Single,0.74,87,6,Spring,0,0
3/28/2021,Shared,1.12,63.6,6,Spring,1,0
3/28/2021,Suite,0.88,188,10,Spring,0,0
3/29/2021,Single,0.87,93.5,9,Spring,0,0
3/29/2021,Shared,0.83,54.9,9,Spring,1,0
3/29/2021,Suite,0.64,164,6,Spring,0,0
3/30/2021,Single,0.82,91,8,Spring,0,0
3/30/2021,Shared,0.8,54,9,Spring,1,0
3/30/2021,Suite,0.5,150,10,Spring,0,0
3/31/2021,Single,0.99,99.5,4,Spring,1,0
3/31/2021,Shared,0.9,57,7,Spring,0,0
3/31/2021,Suite,0.94,194,7,Spring,0,0
4/1/2021,Single,0.44,72,5,Spring,0,0
4/1/2021,Shared,0.89,56.7,5,Spring,0,0
4/1/2021,Suite,1.02,202,2,Spring,1,0
4/2/2021,Single,1,100,3,Spring,1,0
4/2/2021,Shared,0.63,48.9,10,Spring,0,0
4/2/2021,Suite,0.85,185,10,Spring,0,0
4/3/2021,Single,0.71,85.5,0,Spring,0,0
4/3/2021,Shared,0.33,39.9,4,Spring,0,0
4/3/2021,Suite,0.59,159,9,Spring,0,0
4/4/2021,Single,0.6,80,7,Spring,0,0
4/4/2021,Shared,0.37,41.1,9,Spring,0,0
4/4/2021,Suite,0.64,164,8,Spring,0,0
4/5/2021,Single,0.83,91.5,2,Spring,1,0
4/5/2021,Shared,0.85,55.5,7,Spring,1,0
4/5/2021,Suite,0.64,164,9,Spring,0,0
4/6/2021,Single,0.4,70,5,Spring,0,0
4/6/2021,Shared,0.83,54.9,2,Spring,0,0
4/6/2021,Suite,0.66,166,9,Spring,0,0
4/7/2021,Single,0.51,75.5,2,Spring,0,0
4/7/2021,Shared,0.72,51.6,5,Spring,0,0
4/7/2021,Suite,1,200,7,Spring,1,0
4/8/2021,Single,1.17,108.5,4,Spring,1,0
4/8/2021,Shared,0.61,48.3,10,Spring,0,0
4/8/2021,Suite,1.17,217,0,Spring,1,0
4/9/2021,Single,0.85,92.5,8,Spring,0,0
4/9/2021,Shared,0.34,40.2,8,Spring,0,0
4/9/2021,Suite,0.41,141,5,Spring,0,0
4/10/2021,Single,0.81,90.5,3,Spring,0,0
4/10/2021,Shared,1.05,61.5,10,Spring,1,0
4/10/2021,Suite,0.9,190,4,Spring,1,0
4/11/2021,Single,0.42,71,2,Spring,0,0
4/11/2021,Shared,0.84,55.2,5,Spring,0,0
4/11/2021,Suite,1.1,210,0,Spring,1,0
4/12/2021,Single,0.79,89.5,3,Spring,0,0
4/12/2021,Shared,0.95,58.5,1,Spring,1,0
4/12/2021,Suite,0.27,127,10,Spring,0,0
4/13/2021,Single,1.19,109.5,9,Spring,1,0
4/13/2021,Shared,0.46,43.8,3,Spring,0,0
4/13/2021,Suite,0.27,127,9,Spring,0,0
4/14/2021,Single,1.06,103,8,Spring,1,0
4/14/2021,Shared,1,60,2,Spring,1,0
4/14/2021,Suite,1.01,201,7,Spring,1,0
4/15/2021,Single,0.59,79.5,5,Spring,0,0
4/15/2021,Shared,0.67,50.1,3,Spring,0,0
4/15/2021,Suite,0.92,192,5,Spring,0,0
4/16/2021,Single,0.9,95,10,Spring,0,0
4/16/2021,Shared,0.89,56.7,3,Spring,0,0
4/16/2021,Suite,0.95,195,8,Spring,0,0
4/17/2021,Single,0.81,90.5,3,Spring,1,0
4/17/2021,Shared,0.67,50.1,4,Spring,0,0
4/17/2021,Suite,0.43,143,1,Spring,0,0
4/18/2021,Single,0.63,81.5,2,Spring,0,0
4/18/2021,Shared,0.84,55.2,5,Spring,0,0
4/18/2021,Suite,0.32,132,9,Spring,0,0
4/19/2021,Single,0.94,97,8,Spring,0,0
4/19/2021,Shared,0.4,42,4,Spring,0,0
4/19/2021,Suite,0.72,172,5,Spring,0,0
4/20/2021,Single,0.85,92.5,1,Spring,0,0
4/20/2021,Shared,0.81,54.3,3,Spring,0,0
4/20/2021,Suite,1.08,208,1,Spring,1,0
4/21/2021,Single,0.59,79.5,8,Spring,0,0
4/21/2021,Shared,0.71,51.3,10,Spring,0,0
4/21/2021,Suite,0.69,169,1,Spring,0,0
4/22/2021,Single,0.38,69,1,Spring,0,0
4/22/2021,Shared,0.5,45,2,Spring,0,0
4/22/2021,Suite,0.52,152,4,Spring,0,0
4/23/2021,Single,0.72,86,4,Spring,0,0
4/23/2021,Shared,0.51,45.3,1,Spring,0,0
4/23/2021,Suite,0.3,130,7,Spring,0,0
4/24/2021,Single,0.78,89,5,Spring,1,0
4/24/2021,Shared,1.19,65.7,3,Spring,1,0
4/24/2021,Suite,0.74,174,4,Spring,0,0
4/25/2021,Single,0.9,95,10,Spring,0,0
4/25/2021,Shared,0.55,46.5,8,Spring,0,0
4/25/2021,Suite,0.62,162,6,Spring,0,0
4/26/2021,Single,0.85,92.5,9,Spring,0,0
4/26/2021,Shared,0.56,46.8,3,Spring,0,0
4/26/2021,Suite,0.83,183,6,Spring,0,0
4/27/2021,Single,0.86,93,10,Spring,1,0
4/27/2021,Shared,0.43,42.9,4,Spring,0,0
4/27/2021,Suite,0.65,165,9,Spring,0,0
4/28/2021,Single,0.89,94.5,8,Spring,0,0
4/28/2021,Shared,0.76,52.8,9,Spring,0,0
4/28/2021,Suite,0.66,166,9,Spring,0,0
4/29/2021,Single,0.92,96,9,Spring,0,0
4/29/2021,Shared,0.62,48.6,10,Spring,0,0
4/29/2021,Suite,0.78,178,7,Spring,0,0
4/30/2021,Single,0.71,85.5,0,Spring,0,0
4/30/2021,Shared,0.71,51.3,10,Spring,0,0
4/30/2021,Suite,0.49,149,0,Spring,0,0
5/1/2021,Single,0.52,76,9,Spring,0,0
5/1/2021,Shared,0.41,42.3,6,Spring,0,0
5/1/2021,Suite,1.08,208,3,Spring,1,0
5/2/2021,Single,0.37,68.5,6,Spring,0,0
5/2/2021,Shared,0.86,55.8,6,Spring,0,0
5/2/2021,Suite,0.96,196,4,Spring,0,0
5/3/2021,Single,0.83,91.5,1,Spring,0,0
5/3/2021,Shared,1.04,61.2,2,Spring,1,0
5/3/2021,Suite,0.9,190,6,Spring,0,0
5/4/2021,Single,0.78,89,4,Spring,1,0
5/4/2021,Shared,0.98,59.4,5,Spring,1,0
5/4/2021,Suite,0.61,161,1,Spring,0,0
5/5/2021,Single,0.83,91.5,4,Spring,0,0
5/5/2021,Shared,0.4,42,5,Spring,0,0
5/5/2021,Suite,0.62,162,2,Spring,0,0
5/6/2021,Single,1.12,106,7,Spring,1,0
5/6/2021,Shared,0.72,51.6,7,Spring,0,0
5/6/2021,Suite,0.33,133,0,Spring,0,0
5/7/2021,Single,0.24,62,5,Spring,0,0
5/7/2021,Shared,0.81,54.3,9,Spring,1,0
5/7/2021,Suite,0.66,166,8,Spring,0,0
5/8/2021,Single,0.97,98.5,5,Spring,1,0
5/8/2021,Shared,0.25,37.5,0,Spring,0,0
5/8/2021,Suite,0.25,125,2,Spring,0,0
5/9/2021,Single,0.88,94,7,Spring,0,0
5/9/2021,Shared,0.42,42.6,7,Spring,0,0
5/9/2021,Suite,1.12,212,10,Spring,1,0
5/10/2021,Single,0.78,89,9,Spring,0,0
5/10/2021,Shared,0.72,51.6,9,Spring,0,0
5/10/2021,Suite,0.44,144,2,Spring,0,0
5/11/2021,Single,1.18,109,6,Spring,1,0
5/11/2021,Shared,0.78,53.4,6,Spring,0,0
5/11/2021,Suite,1.05,205,6,Spring,1,0
5/12/2021,Single,0.89,94.5,2,Spring,1,0
5/12/2021,Shared,0.74,52.2,3,Spring,0,0
5/12/2021,Suite,0.88,188,1,Spring,0,0
5/13/2021,Single,0.98,99,8,Spring,1,0
5/13/2021,Shared,0.88,56.4,9,Spring,0,0
5/13/2021,Suite,0.61,161,7,Spring,0,0
5/14/2021,Single,1.18,109,6,Spring,1,0
5/14/2021,Shared,0.71,51.3,6,Spring,0,0
5/14/2021,Suite,0.98,198,3,Spring,1,0
5/15/2021,Single,0.92,96,10,Spring,1,0
5/15/2021,Shared,0.91,57.3,5,Spring,0,0
5/15/2021,Suite,0.37,137,2,Spring,0,0
5/16/2021,Single,0.32,66,3,Spring,0,0
5/16/2021,Shared,0.74,52.2,0,Spring,0,0
5/16/2021,Suite,0.7,170,3,Spring,0,0
5/17/2021,Single,1.18,109,2,Spring,1,0
5/17/2021,Shared,0.72,51.6,1,Spring,1,0
5/17/2021,Suite,0.76,176,0,Spring,0,0
5/18/2021,Single,1.12,106,7,Spring,1,0
5/18/2021,Shared,0.87,56.1,6,Spring,0,0
5/18/2021,Suite,1.13,213,7,Spring,1,0
5/19/2021,Single,0.67,83.5,8,Spring,0,0
5/19/2021,Shared,1.02,60.6,3,Spring,1,0
5/19/2021,Suite,0.28,128,5,Spring,0,0
5/20/2021,Single,0.44,72,4,Spring,0,0
5/20/2021,Shared,0.97,59.1,9,Spring,1,0
5/20/2021,Suite,0.96,196,9,Spring,1,0
5/21/2021,Single,0.65,82.5,2,Spring,0,0
5/21/2021,Shared,0.78,53.4,3,Spring,1,0
5/21/2021,Suite,0.52,152,8,Spring,0,0
5/22/2021,Single,0.8,90,6,Spring,0,0
5/22/2021,Shared,0.53,45.9,8,Spring,0,0
5/22/2021,Suite,0.93,193,1,Spring,0,0
5/23/2021,Single,1.13,106.5,7,Spring,1,0
5/23/2021,Shared,0.41,42.3,2,Spring,0,0
5/23/2021,Suite,1.03,203,4,Spring,1,0
5/24/2021,Single,0.45,72.5,7,Spring,0,0
5/24/2021,Shared,0.8,54,0,Spring,0,0
5/24/2021,Suite,0.83,183,7,Spring,0,0
5/25/2021,Single,0.8,90,7,Spring,1,0
5/25/2021,Shared,0.45,43.5,2,Spring,0,0
5/25/2021,Suite,0.66,166,4,Spring,0,0
5/26/2021,Single,0.76,88,1,Spring,0,0
5/26/2021,Shared,0.75,52.5,8,Spring,1,0
5/26/2021,Suite,1.05,205,7,Spring,1,0
5/27/2021,Single,1.02,101,5,Spring,1,0
5/27/2021,Shared,0.55,46.5,4,Spring,0,0
5/27/2021,Suite,0.96,196,3,Spring,0,0
5/28/2021,Single,0.36,68,9,Spring,0,0
5/28/2021,Shared,0.48,44.4,8,Spring,0,0
5/28/2021,Suite,0.92,192,2,Spring,0,0
5/29/2021,Single,0.82,91,8,Spring,0,0
5/29/2021,Shared,0.43,42.9,5,Spring,0,0
5/29/2021,Suite,0.47,147,2,Spring,0,0
5/30/2021,Single,0.4,70,2,Spring,0,0
5/30/2021,Shared,1.08,62.4,4,Spring,1,0
5/30/2021,Suite,0.32,132,8,Spring,0,0
5/31/2021,Single,0.73,86.5,5,Spring,1,0
5/31/2021,Shared,0.73,51.9,3,Spring,0,0
5/31/2021,Suite,0.93,193,0,Spring,0,0
6/1/2021,Single,0.46,73,10,Summer,0,0
6/1/2021,Shared,0.38,41.4,0,Summer,0,0
6/1/2021,Suite,1.04,204,10,Summer,0,0
6/2/2021,Single,0.81,90.5,6,Summer,0,0
6/2/2021,Shared,1.1,63,2,Summer,1,0
6/2/2021,Suite,1.1,210,7,Summer,1,0
6/3/2021,Single,0.55,77.5,8,Summer,0,0
6/3/2021,Shared,0.32,39.6,9,Summer,0,0
6/3/2021,Suite,1.1,210,3,Summer,0,0
6/4/2021,Single,0.44,72,8,Summer,0,0
6/4/2021,Shared,0.88,56.4,8,Summer,0,0
6/4/2021,Suite,1.13,213,7,Summer,0,0
6/5/2021,Single,0.92,96,5,Summer,0,0
6/5/2021,Shared,0.59,47.7,3,Summer,0,0
6/5/2021,Suite,0.94,194,8,Summer,0,0
6/6/2021,Single,0.62,81,6,Summer,0,0
6/6/2021,Shared,0.41,42.3,1,Summer,0,0
6/6/2021,Suite,0.4,140,2,Summer,0,0
6/7/2021,Single,1.17,108.5,0,Summer,0,0
6/7/2021,Shared,0.3,39,9,Summer,0,0
6/7/2021,Suite,0.53,153,5,Summer,0,0
6/8/2021,Single,0.32,66,9,Summer,0,0
6/8/2021,Shared,1.03,60.9,3,Summer,0,0
6/8/2021,Suite,1.15,215,7,Summer,0,0
6/9/2021,Single,0.45,72.5,0,Summer,0,0
6/9/2021,Shared,1.08,62.4,10,Summer,1,0
6/9/2021,Suite,1.31,231,2,Summer,1,0
6/10/2021,Single,0.68,84,8,Summer,0,0
6/10/2021,Shared,0.4,42,5,Summer,0,0
6/10/2021,Suite,0.78,178,8,Summer,0,0
6/11/2021,Single,0.31,65.5,1,Summer,0,0
6/11/2021,Shared,0.99,59.7,7,Summer,1,0
6/11/2021,Suite,0.89,189,8,Summer,0,0
6/12/2021,Single,0.96,98,8,Summer,0,0
6/12/2021,Shared,0.44,43.2,6,Summer,0,0
6/12/2021,Suite,1.31,231,6,Summer,1,0
6/13/2021,Single,0.33,66.5,7,Summer,0,0
6/13/2021,Shared,0.4,42,7,Summer,0,0
6/13/2021,Suite,0.35,135,7,Summer,0,0
6/14/2021,Single,0.43,71.5,1,Summer,0,0
6/14/2021,Shared,0.34,40.2,4,Summer,0,0
6/14/2021,Suite,0.38,138,7,Summer,0,0
6/15/2021,Single,0.36,68,10,Summer,0,0
6/15/2021,Shared,0.99,59.7,1,Summer,0,0
6/15/2021,Suite,0.52,152,0,Summer,0,0
6/16/2021,Single,1.47,123.5,7,Summer,1,0
6/16/2021,Shared,0.43,42.9,7,Summer,0,0
6/16/2021,Suite,1.16,216,0,Summer,0,0
6/17/2021,Single,0.64,82,6,Summer,0,0
6/17/2021,Shared,0.65,49.5,7,Summer,0,0
6/17/2021,Suite,0.48,148,8,Summer,0,0
6/18/2021,Single,0.43,71.5,5,Summer,0,0
6/18/2021,Shared,0.58,47.4,9,Summer,0,0
6/18/2021,Suite,0.61,161,6,Summer,0,0
6/19/2021,Single,0.84,92,6,Summer,0,0
6/19/2021,Shared,1.19,65.7,4,Summer,0,0
6/19/2021,Suite,0.88,188,2,Summer,0,0
6/20/2021,Single,0.8,90,5,Summer,0,0
6/20/2021,Shared,0.75,52.5,4,Summer,0,0
6/20/2021,Suite,0.9,190,3,Summer,0,0
6/21/2021,Single,0.67,83.5,4,Summer,0,0
6/21/2021,Shared,0.37,41.1,7,Summer,0,0
6/21/2021,Suite,0.85,185,9,Summer,0,0
6/22/2021,Single,1.3,115,6,Summer,1,0
6/22/2021,Shared,0.44,43.2,3,Summer,0,0
6/22/2021,Suite,0.83,183,3,Summer,0,0
6/23/2021,Single,0.6,80,10,Summer,0,0
6/23/2021,Shared,0.89,56.7,5,Summer,0,0
6/23/2021,Suite,0.53,153,6,Summer,0,0
6/24/2021,Single,0.38,69,2,Summer,0,0
6/24/2021,Shared,1.2,66,1,Summer,1,0
6/24/2021,Suite,1.06,206,0,Summer,0,0
6/25/2021,Single,0.63,81.5,0,Summer,0,0
6/25/2021,Shared,0.54,46.2,7,Summer,0,0
6/25/2021,Suite,1.48,248,7,Summer,1,0
6/26/2021,Single,0.66,83,2,Summer,0,0
6/26/2021,Shared,0.92,57.6,1,Summer,1,0
6/26/2021,Suite,1.1,210,3,Summer,0,0
6/27/2021,Single,1.1,105,1,Summer,0,0
6/27/2021,Shared,1.09,62.7,10,Summer,1,0
6/27/2021,Suite,0.99,199,8,Summer,0,0
6/28/2021,Single,0.71,85.5,8,Summer,0,0
6/28/2021,Shared,1.15,64.5,7,Summer,0,0
6/28/2021,Suite,0.95,195,3,Summer,0,0
6/29/2021,Single,0.38,69,9,Summer,0,0
6/29/2021,Shared,1.17,65.1,5,Summer,0,0
6/29/2021,Suite,1.01,201,9,Summer,0,0
6/30/2021,Single,1.01,100.5,4,Summer,0,0
6/30/2021,Shared,1.21,66.3,4,Summer,1,0
6/30/2021,Suite,0.46,146,10,Summer,0,0
7/1/2021,Single,1.17,108.5,0,Summer,0,0
7/1/2021,Shared,1.33,69.9,8,Summer,1,0
7/1/2021,Suite,1,200,10,Summer,1,0
7/2/2021,Single,0.52,76,10,Summer,0,0
7/2/2021,Shared,0.88,56.4,8,Summer,0,0
7/2/2021,Suite,0.79,179,0,Summer,0,0
7/3/2021,Single,0.41,70.5,10,Summer,0,0
7/3/2021,Shared,0.84,55.2,6,Summer,0,0
7/3/2021,Suite,1.11,211,0,Summer,1,0
7/4/2021,Single,1.2,110,5,Summer,1,0
7/4/2021,Shared,0.79,53.7,10,Summer,0,0
7/4/2021,Suite,1.12,212,5,Summer,1,0
7/5/2021,Single,1.23,111.5,8,Summer,1,0
7/5/2021,Shared,1.25,67.5,6,Summer,1,0
7/5/2021,Suite,0.49,149,2,Summer,0,0
7/6/2021,Single,0.57,78.5,1,Summer,0,0
7/6/2021,Shared,0.45,43.5,1,Summer,0,0
7/6/2021,Suite,0.36,136,0,Summer,0,0
7/7/2021,Single,0.79,89.5,4,Summer,0,0
7/7/2021,Shared,0.54,46.2,5,Summer,0,0
7/7/2021,Suite,1.34,234,7,Summer,1,0
7/8/2021,Single,0.77,88.5,9,Summer,0,0
7/8/2021,Shared,0.59,47.7,1,Summer,0,0
7/8/2021,Suite,1.16,216,4,Summer,0,0
7/9/2021,Single,0.91,95.5,10,Summer,0,0
7/9/2021,Shared,1.02,60.6,6,Summer,0,0
7/9/2021,Suite,0.52,152,3,Summer,0,0
7/10/2021,Single,0.86,93,10,Summer,0,0
7/10/2021,Shared,1.02,60.6,7,Summer,1,0
7/10/2021,Suite,0.49,149,1,Summer,0,0
7/11/2021,Single,1.12,106,5,Summer,0,0
7/11/2021,Shared,0.99,59.7,6,Summer,0,0
7/11/2021,Suite,0.74,174,8,Summer,0,0
7/12/2021,Single,1.16,108,3,Summer,0,0
7/12/2021,Shared,0.51,45.3,9,Summer,0,0
7/12/2021,Suite,1.5,250,1,Summer,1,0
7/13/2021,Single,1.13,106.5,1,Summer,0,0
7/13/2021,Shared,0.84,55.2,10,Summer,0,0
7/13/2021,Suite,1.44,244,2,Summer,1,0
7/14/2021,Single,0.7,85,4,Summer,0,0
7/14/2021,Shared,1.13,63.9,5,Summer,0,0
7/14/2021,Suite,1.03,203,10,Summer,0,0
7/15/2021,Single,1.26,113,8,Summer,1,0
7/15/2021,Shared,1.03,60.9,6,Summer,0,0
7/15/2021,Suite,0.89,189,2,Summer,0,0
7/16/2021,Single,0.65,82.5,4,Summer,0,0
7/16/2021,Shared,0.97,59.1,7,Summer,1,0
7/16/2021,Suite,1.4,240,4,Summer,1,0
7/17/2021,Single,0.34,67,8,Summer,0,0
7/17/2021,Shared,0.97,59.1,7,Summer,0,0
7/17/2021,Suite,0.52,152,3,Summer,0,0
7/18/2021,Single,0.82,91,5,Summer,0,0
7/18/2021,Shared,0.69,50.7,7,Summer,0,0
7/18/2021,Suite,1.25,225,0,Summer,1,0
7/19/2021,Single,0.37,68.5,0,Summer,0,0
7/19/2021,Shared,0.42,42.6,5,Summer,0,0
7/19/2021,Suite,0.58,158,10,Summer,0,0
7/20/2021,Single,0.52,76,5,Summer,0,0
7/20/2021,Shared,0.57,47.1,1,Summer,0,0
7/20/2021,Suite,0.49,149,8,Summer,0,0
7/21/2021,Single,1.49,124.5,9,Summer,1,0
7/21/2021,Shared,1.17,65.1,7,Summer,0,0
7/21/2021,Suite,0.7,170,4,Summer,0,0
7/22/2021,Single,0.55,77.5,5,Summer,0,0
7/22/2021,Shared,0.87,56.1,2,Summer,0,0
7/22/2021,Suite,1.16,216,4,Summer,0,0
7/23/2021,Single,0.7,85,2,Summer,0,0
7/23/2021,Shared,0.93,57.9,5,Summer,1,0
7/23/2021,Suite,1.38,238,9,Summer,1,0
7/24/2021,Single,0.44,72,7,Summer,0,0
7/24/2021,Shared,0.7,51,2,Summer,0,0
7/24/2021,Suite,0.86,186,6,Summer,0,0
7/25/2021,Single,0.37,68.5,4,Summer,0,0
7/25/2021,Shared,0.56,46.8,9,Summer,0,0
7/25/2021,Suite,0.77,177,10,Summer,0,0
7/26/2021,Single,1.11,105.5,8,Summer,1,0
7/26/2021,Shared,0.66,49.8,2,Summer,0,0
7/26/2021,Suite,1.12,212,1,Summer,0,0
7/27/2021,Single,0.99,99.5,0,Summer,1,0
7/27/2021,Shared,0.35,40.5,7,Summer,0,0
7/27/2021,Suite,0.56,156,2,Summer,0,0
7/28/2021,Single,1.17,108.5,1,Summer,1,0
7/28/2021,Shared,1.09,62.7,2,Summer,0,0
7/28/2021,Suite,0.92,192,2,Summer,0,0
7/29/2021,Single,0.69,84.5,2,Summer,0,0
7/29/2021,Shared,1.04,61.2,8,Summer,0,0
7/29/2021,Suite,0.67,167,3,Summer,0,0
7/30/2021,Single,1.09,104.5,10,Summer,0,0
7/30/2021,Shared,0.91,57.3,6,Summer,0,0
7/30/2021,Suite,0.43,143,5,Summer,0,0
7/31/2021,Single,0.72,86,9,Summer,0,0
7/31/2021,Shared,1.39,71.7,8,Summer,1,0
7/31/2021,Suite,0.9,190,6,Summer,0,0
8/1/2021,Single,0.63,81.5,6,Summer,0,0
8/1/2021,Shared,1.07,62.1,7,Summer,0,0
8/1/2021,Suite,1.01,201,4,Summer,0,0
8/2/2021,Single,1.48,124,5,Summer,1,0
8/2/2021,Shared,0.43,42.9,1,Summer,0,0
8/2/2021,Suite,1.34,234,8,Summer,1,0
8/3/2021,Single,0.38,69,9,Summer,0,0
8/3/2021,Shared,0.7,51,0,Summer,0,0
8/3/2021,Suite,0.52,152,4,Summer,0,0
8/4/2021,Single,1.05,102.5,2,Summer,0,0
8/4/2021,Shared,1.33,69.9,8,Summer,1,0
8/4/2021,Suite,1.11,211,2,Summer,0,0
8/5/2021,Single,0.35,67.5,10,Summer,0,0
8/5/2021,Shared,0.56,46.8,7,Summer,0,0
8/5/2021,Suite,0.67,167,1,Summer,0,0
8/6/2021,Single,1.07,103.5,6,Summer,1,0
8/6/2021,Shared,0.31,39.3,1,Summer,0,0
8/6/2021,Suite,0.51,151,3,Summer,0,0
8/7/2021,Single,0.55,77.5,10,Summer,0,0
8/7/2021,Shared,1.13,63.9,8,Summer,0,0
8/7/2021,Suite,1.36,236,2,Summer,1,0
8/8/2021,Single,1.19,109.5,8,Summer,0,0
8/8/2021,Shared,0.59,47.7,7,Summer,0,0
8/8/2021,Suite,0.54,154,4,Summer,0,0
8/9/2021,Single,1.18,109,3,Summer,0,0
8/9/2021,Shared,0.54,46.2,9,Summer,0,0
8/9/2021,Suite,1.4,240,9,Summer,1,0
8/10/2021,Single,1.06,103,4,Summer,0,0
8/10/2021,Shared,1.11,63.3,8,Summer,0,0
8/10/2021,Suite,1.26,226,7,Summer,1,0
8/11/2021,Single,0.79,89.5,7,Summer,0,0
8/11/2021,Shared,1.09,62.7,5,Summer,0,0
8/11/2021,Suite,0.49,149,1,Summer,0,0
8/12/2021,Single,0.67,83.5,5,Summer,0,0
8/12/2021,Shared,0.92,57.6,1,Summer,1,0
8/12/2021,Suite,0.47,147,4,Summer,0,0
8/13/2021,Single,0.95,97.5,1,Summer,1,0
8/13/2021,Shared,0.63,48.9,4,Summer,0,0
8/13/2021,Suite,0.32,132,3,Summer,0,0
8/14/2021,Single,1.09,104.5,10,Summer,0,0
8/14/2021,Shared,0.59,47.7,9,Summer,0,0
8/14/2021,Suite,0.8,180,0,Summer,0,0
8/15/2021,Single,0.5,75,3,Summer,0,0
8/15/2021,Shared,1.16,64.8,6,Summer,0,0
8/15/2021,Suite,0.37,137,5,Summer,0,0
8/16/2021,Single,0.5,75,7,Summer,0,0
8/16/2021,Shared,0.4,42,2,Summer,0,0
8/16/2021,Suite,0.5,150,5,Summer,0,0
8/17/2021,Single,0.67,83.5,7,Summer,0,0
